noise_level,confidence,human_label,n_all_pilot,n_train_min_over_folds,P_true_airplane,P_true_bear,P_true_bicycle,P_true_bird,P_true_boat,P_true_bottle,P_true_car,P_true_cat,P_true_chair,P_true_clock,P_true_dog,P_true_elephant,P_true_keyboard,P_true_knife,P_true_oven,P_true_truck
95,high,car,75,38,0.01098901098901099,0.01098901098901099,0.01098901098901099,0.01098901098901099,0.01098901098901099,0.01098901098901099,0.7692307692307693,0.01098901098901099,0.01098901098901099,0.01098901098901099,0.01098901098901099,0.02197802197802198,0.01098901098901099,0.01098901098901099,0.01098901098901099,0.06593406593406594
95,high,cat,65,34,0.012345679012345678,0.037037037037037035,0.012345679012345678,0.012345679012345678,0.024691358024691357,0.012345679012345678,0.012345679012345678,0.7407407407407407,0.037037037037037035,0.012345679012345678,0.024691358024691357,0.012345679012345678,0.012345679012345678,0.012345679012345678,0.012345679012345678,0.012345679012345678
95,high,chair,25,11,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.04878048780487805,0.024390243902439025,0.024390243902439025,0.5853658536585366,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.04878048780487805,0.024390243902439025,0.024390243902439025,0.024390243902439025
95,high,clock,70,47,0.011627906976744186,0.011627906976744186,0.011627906976744186,0.011627906976744186,0.011627906976744186,0.011627906976744186,0.011627906976744186,0.011627906976744186,0.011627906976744186,0.8255813953488372,0.011627906976744186,0.011627906976744186,0.011627906976744186,0.011627906976744186,0.011627906976744186,0.011627906976744186
95,high,dog,59,41,0.013333333333333334,0.02666666666666667,0.013333333333333334,0.02666666666666667,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.02666666666666667,0.013333333333333334,0.013333333333333334,0.7333333333333333,0.02666666666666667,0.013333333333333334,0.02666666666666667,0.013333333333333334,0.013333333333333334
95,high,elephant,84,60,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.84,0.01,0.01,0.01,0.01
95,high,keyboard,92,59,0.009259259259259259,0.009259259259259259,0.009259259259259259,0.009259259259259259,0.009259259259259259,0.009259259259259259,0.009259259259259259,0.009259259259259259,0.009259259259259259,0.009259259259259259,0.009259259259259259,0.009259259259259259,0.8240740740740741,0.009259259259259259,0.046296296296296294,0.009259259259259259
95,high,knife,109,68,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.88,0.008,0.008
95,high,oven,37,27,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.09433962264150944,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.6415094339622641,0.018867924528301886
95,high,truck,41,26,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.03508771929824561,0.017543859649122806,0.017543859649122806,0.03508771929824561,0.03508771929824561,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.03508771929824561,0.6666666666666666
110,low,airplane,19,11,0.17142857142857143,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.11428571428571428,0.08571428571428572,0.02857142857142857,0.08571428571428572,0.05714285714285714,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.14285714285714285,0.05714285714285714,0.02857142857142857
110,low,bear,24,15,0.025,0.275,0.05,0.1,0.025,0.025,0.025,0.05,0.025,0.025,0.075,0.15,0.05,0.025,0.05,0.025
110,low,bicycle,10,7,0.038461538461538464,0.038461538461538464,0.38461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464
110,low,bird,25,19,0.024390243902439025,0.14634146341463414,0.024390243902439025,0.2682926829268293,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.12195121951219512,0.024390243902439025,0.024390243902439025,0.0975609756097561,0.07317073170731707,0.04878048780487805,0.024390243902439025,0.024390243902439025,0.024390243902439025
110,low,boat,32,24,0.020833333333333332,0.041666666666666664,0.0625,0.041666666666666664,0.22916666666666666,0.020833333333333332,0.041666666666666664,0.08333333333333333,0.125,0.020833333333333332,0.0625,0.0625,0.020833333333333332,0.020833333333333332,0.0625,0.08333333333333333
110,low,bottle,26,18,0.047619047619047616,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.07142857142857142,0.3333333333333333,0.023809523809523808,0.047619047619047616,0.07142857142857142,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.11904761904761904,0.047619047619047616,0.023809523809523808
110,low,car,15,9,0.0967741935483871,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.0967741935483871,0.06451612903225806,0.06451612903225806,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.06451612903225806,0.1935483870967742,0.03225806451612903
